version:1,460-00-1527818-0,3,546335.00,547940.00,3391826.00,3393431.00,5.00,10542677639205603939
547282.5,3393413.5,12.0,2,133.28
547282.5,3393413.5,15.0,3,133.28
547282.5,3393413.5,18.0,4,126.24
547282.5,3393408.5,12.0,2,133.08
547282.5,3393408.5,15.0,3,133.09
547282.5,3393408.5,18.0,4,130.38
547272.5,3393403.5,12.0,2,125.90
547272.5,3393403.5,15.0,3,125.91
547272.5,3393403.5,18.0,4,125.91
547277.5,3393403.5,12.0,2,129.41
547277.5,3393403.5,15.0,3,129.41
547277.5,3393403.5,18.0,4,128.01
547282.5,3393403.5,12.0,2,132.89
547282.5,3393403.5,15.0,3,132.89
547282.5,3393403.5,18.0,4,130.34
546967.5,3393398.5,12.0,2,141.18
546967.5,3393398.5,15.0,3,129.96
546967.5,3393398.5,18.0,4,120.12
546972.5,3393398.5,12.0,2,139.58
546972.5,3393398.5,15.0,3,128.29
546972.5,3393398.5,18.0,4,124.72
547272.5,3393398.5,12.0,2,125.73
547272.5,3393398.5,15.0,3,125.73
547272.5,3393398.5,18.0,4,125.09
547277.5,3393398.5,12.0,2,129.22
547277.5,3393398.5,15.0,3,129.22
547277.5,3393398.5,18.0,4,125.53
547282.5,3393398.5,12.0,2,124.35
547282.5,3393398.5,15.0,3,124.35
547282.5,3393398.5,18.0,4,124.35
547302.5,3393398.5,15.0,2,137.81
547302.5,3393398.5,18.0,3,127.77
547302.5,3393398.5,21.0,4,126.60
547302.5,3393398.5,24.0,5,120.10
547302.5,3393398.5,27.0,6,120.10
547307.5,3393398.5,15.0,2,138.31
547307.5,3393398.5,18.0,3,128.31
547307.5,3393398.5,21.0,4,127.13
547307.5,3393398.5,24.0,5,120.64
547307.5,3393398.5,27.0,6,120.64
547312.5,3393398.5,15.0,2,134.85
547312.5,3393398.5,18.0,3,133.36
547312.5,3393398.5,21.0,4,131.28
547312.5,3393398.5,24.0,5,119.49
547312.5,3393398.5,27.0,6,119.48
547317.5,3393398.5,15.0,2,135.35
547317.5,3393398.5,18.0,3,133.87
547317.5,3393398.5,21.0,4,131.78
547317.5,3393398.5,24.0,5,120.06
547317.5,3393398.5,27.0,6,120.05
547322.5,3393398.5,15.0,2,135.88
547322.5,3393398.5,18.0,3,134.39
547322.5,3393398.5,21.0,4,132.30
547322.5,3393398.5,24.0,5,120.65
547322.5,3393398.5,27.0,6,120.64
547327.5,3393398.5,15.0,2,137.05
547327.5,3393398.5,18.0,3,135.56
547327.5,3393398.5,21.0,4,133.48
547327.5,3393398.5,24.0,5,121.68
547327.5,3393398.5,27.0,6,121.67
547332.5,3393398.5,15.0,2,137.60
547332.5,3393398.5,18.0,3,136.11
