version:1,460-00-1527811-4,3,545655.00,547260.00,3390596.00,3392201.00,5.00,2760924116549078474
546377.5,3392193.5,18.0,2,300.00
546382.5,3392193.5,18.0,2,170.76
546387.5,3392193.5,18.0,2,155.45
546392.5,3392193.5,18.0,2,300.00
546397.5,3392193.5,18.0,2,300.00
546402.5,3392193.5,18.0,2,300.00
546422.5,3392193.5,17.0,2,300.00
546442.5,3392193.5,18.0,2,300.00
546442.5,3392193.5,21.0,3,300.00
546442.5,3392193.5,24.0,4,300.00
546442.5,3392193.5,27.0,5,300.00
546447.5,3392193.5,17.0,2,300.00
546452.5,3392193.5,17.0,2,300.00
546472.5,3392193.5,18.0,2,300.00
546482.5,3392193.5,18.0,2,300.00
546482.5,3392193.5,21.0,3,300.00
546482.5,3392193.5,24.0,4,182.79
546482.5,3392193.5,27.0,5,151.97
546487.5,3392193.5,18.0,2,300.00
546487.5,3392193.5,21.0,3,300.00
546487.5,3392193.5,24.0,4,182.80
546487.5,3392193.5,27.0,5,151.97
546492.5,3392193.5,18.0,2,300.00
546492.5,3392193.5,21.0,3,300.00
546492.5,3392193.5,24.0,4,183.62
546492.5,3392193.5,27.0,5,152.65
546522.5,3392193.5,19.0,2,300.00
546522.5,3392193.5,22.0,3,300.00
546527.5,3392193.5,19.0,2,300.00
546527.5,3392193.5,22.0,3,300.00
546532.5,3392193.5,19.0,2,187.11
546532.5,3392193.5,22.0,3,182.84
546537.5,3392193.5,19.0,2,190.00
546537.5,3392193.5,22.0,3,183.94
546352.5,3392188.5,18.0,2,300.00
546357.5,3392188.5,18.0,2,300.00
546362.5,3392188.5,19.0,2,300.00
546367.5,3392188.5,19.0,2,300.00
546372.5,3392188.5,18.0,2,300.00
546382.5,3392188.5,18.0,2,153.16
546387.5,3392188.5,18.0,2,152.93
546392.5,3392188.5,18.0,2,300.00
546397.5,3392188.5,18.0,2,300.00
546402.5,3392188.5,18.0,2,300.00
546417.5,3392188.5,18.0,2,300.00
546417.5,3392188.5,21.0,3,300.00
546417.5,3392188.5,24.0,4,300.00
546417.5,3392188.5,27.0,5,148.66
546422.5,3392188.5,18.0,2,300.00
546422.5,3392188.5,21.0,3,300.00
546422.5,3392188.5,24.0,4,178.72
546422.5,3392188.5,27.0,5,148.77
546432.5,3392188.5,18.0,2,300.00
546432.5,3392188.5,21.0,3,300.00
546432.5,3392188.5,24.0,4,178.55
546432.5,3392188.5,27.0,5,148.77
546442.5,3392188.5,18.0,2,300.00
546442.5,3392188.5,21.0,3,300.00
546442.5,3392188.5,24.0,4,300.00
546442.5,3392188.5,27.0,5,300.00
546447.5,3392188.5,18.0,2,300.00
546447.5,3392188.5,21.0,3,300.00
546447.5,3392188.5,24.0,4,300.00
546447.5,3392188.5,27.0,5,300.00
546452.5,3392188.5,18.0,2,300.00
546452.5,3392188.5,21.0,3,300.00
