version:1,460-00-1527812-2,3,546170.00,547775.00,3390926.00,3392531.00,5.00,6307958954035282067
546887.5,3392438.5,14.0,2,147.69
546887.5,3392438.5,17.0,3,146.05
546887.5,3392438.5,20.0,4,143.68
546887.5,3392438.5,23.0,5,133.23
546887.5,3392438.5,26.0,6,119.53
546892.5,3392438.5,14.0,2,153.55
546892.5,3392438.5,17.0,3,151.91
546892.5,3392438.5,20.0,4,149.45
546892.5,3392438.5,23.0,5,138.39
546892.5,3392438.5,26.0,6,130.65
546897.5,3392438.5,14.0,2,153.32
546897.5,3392438.5,17.0,3,151.67
546897.5,3392438.5,20.0,4,149.25
546897.5,3392438.5,23.0,5,138.12
546897.5,3392438.5,26.0,6,130.64
546902.5,3392438.5,14.0,2,153.81
546902.5,3392438.5,17.0,3,152.16
546902.5,3392438.5,20.0,4,149.72
546902.5,3392438.5,23.0,5,138.63
546902.5,3392438.5,26.0,6,130.98
546907.5,3392438.5,14.0,2,153.60
546907.5,3392438.5,17.0,3,151.95
546907.5,3392438.5,20.0,4,149.54
546907.5,3392438.5,23.0,5,138.39
546907.5,3392438.5,26.0,6,130.97
546912.5,3392438.5,14.0,2,153.41
546912.5,3392438.5,17.0,3,151.77
546912.5,3392438.5,20.0,4,149.39
546912.5,3392438.5,23.0,5,138.18
546912.5,3392438.5,26.0,6,130.97
546922.5,3392438.5,14.0,2,149.49
546922.5,3392438.5,17.0,3,147.22
546922.5,3392438.5,20.0,4,136.59
546922.5,3392438.5,23.0,5,136.03
546922.5,3392438.5,26.0,6,131.33
546927.5,3392438.5,14.0,2,153.01
546927.5,3392438.5,17.0,3,151.62
546927.5,3392438.5,20.0,4,148.61
546927.5,3392438.5,23.0,5,139.25
546927.5,3392438.5,26.0,6,131.68
546932.5,3392438.5,14.0,2,152.87
546932.5,3392438.5,17.0,3,151.48
546932.5,3392438.5,20.0,4,148.48
546932.5,3392438.5,23.0,5,139.10
546932.5,3392438.5,26.0,6,131.68
547282.5,3392438.5,11.0,2,125.60
547282.5,3392438.5,14.0,3,115.46
547287.5,3392438.5,11.0,2,131.95
547287.5,3392438.5,14.0,3,121.80
547292.5,3392438.5,11.0,2,134.40
547292.5,3392438.5,14.0,3,124.23
546752.5,3392433.5,14.0,2,150.49
546752.5,3392433.5,17.0,3,149.33
546752.5,3392433.5,20.0,4,147.82
546752.5,3392433.5,23.0,5,137.66
546752.5,3392433.5,26.0,6,128.57
546757.5,3392433.5,14.0,2,149.96
546757.5,3392433.5,17.0,3,148.80
546757.5,3392433.5,20.0,4,147.29
546757.5,3392433.5,23.0,5,137.12
546757.5,3392433.5,26.0,6,128.58
546762.5,3392433.5,14.0,2,149.15
546762.5,3392433.5,17.0,3,147.99
546762.5,3392433.5,20.0,4,146.50
546762.5,3392433.5,23.0,5,144.65
546762.5,3392433.5,26.0,6,127.94
546767.5,3392433.5,14.0,2,148.99
546767.5,3392433.5,17.0,3,147.83
546767.5,3392433.5,20.0,4,146.33
546767.5,3392433.5,23.0,5,144.50
546767.5,3392433.5,26.0,6,127.94
546777.5,3392433.5,13.0,2,153.03
546777.5,3392433.5,16.0,3,151.56
546777.5,3392433.5,19.0,4,149.71
546777.5,3392433.5,22.0,5,146.87
546777.5,3392433.5,25.0,6,127.96
546782.5,3392433.5,13.0,2,152.46
546782.5,3392433.5,16.0,3,151.01
546782.5,3392433.5,19.0,4,149.16
546782.5,3392433.5,22.0,5,146.32
546782.5,3392433.5,25.0,6,127.96
546787.5,3392433.5,13.0,2,153.00
546787.5,3392433.5,16.0,3,151.58
546787.5,3392433.5,19.0,4,149.75
546787.5,3392433.5,22.0,5,146.93
546787.5,3392433.5,25.0,6,128.18
546792.5,3392433.5,13.0,2,152.45
546792.5,3392433.5,16.0,3,151.03
546792.5,3392433.5,19.0,4,149.21
546792.5,3392433.5,22.0,5,146.39
546792.5,3392433.5,25.0,6,128.18
546797.5,3392433.5,13.0,2,151.92
546797.5,3392433.5,16.0,3,150.51
546797.5,3392433.5,19.0,4,148.70
546797.5,3392433.5,22.0,5,145.88
546797.5,3392433.5,25.0,6,128.19
546802.5,3392433.5,13.0,2,146.42
546802.5,3392433.5,16.0,3,145.03
546802.5,3392433.5,19.0,4,143.23
546802.5,3392433.5,22.0,5,140.43
546802.5,3392433.5,25.0,6,125.08
546807.5,3392433.5,13.0,2,145.90
546807.5,3392433.5,16.0,3,144.52
546807.5,3392433.5,19.0,4,142.73
546807.5,3392433.5,22.0,5,139.93
546807.5,3392433.5,25.0,6,125.09
546812.5,3392433.5,13.0,2,145.41
546812.5,3392433.5,16.0,3,144.04
546812.5,3392433.5,19.0,4,142.26
546812.5,3392433.5,22.0,5,139.46
546812.5,3392433.5,25.0,6,125.10
546817.5,3392433.5,13.0,2,145.71
546817.5,3392433.5,16.0,3,144.37
546817.5,3392433.5,19.0,4,142.61
546817.5,3392433.5,22.0,5,139.83
