version:1,460-00-1527815-1,3,545005.00,546610.00,3390131.00,3391736.00,5.00,14791585618954763424
545802.5,3391728.5,25.0,2,151.96
545807.5,3391728.5,25.0,2,151.96
545902.5,3391728.5,26.0,2,151.08
545902.5,3391728.5,29.0,3,147.07
545907.5,3391728.5,26.0,2,150.63
545907.5,3391728.5,29.0,3,147.02
545782.5,3391723.5,25.0,2,154.26
545787.5,3391723.5,25.0,2,154.19
545792.5,3391723.5,25.0,2,134.04
545797.5,3391723.5,25.0,2,144.09
545802.5,3391723.5,25.0,2,151.56
545807.5,3391723.5,25.0,2,151.54
545902.5,3391723.5,26.0,2,148.57
545902.5,3391723.5,29.0,3,147.62
545907.5,3391723.5,26.0,2,148.89
545907.5,3391723.5,29.0,3,147.92
545912.5,3391723.5,26.0,2,148.63
545912.5,3391723.5,29.0,3,147.67
545917.5,3391723.5,26.0,2,147.31
545917.5,3391723.5,29.0,3,146.37
545922.5,3391723.5,26.0,2,147.54
545922.5,3391723.5,29.0,3,146.57
545757.5,3391718.5,26.0,2,155.16
545627.5,3391713.5,22.0,2,162.96
545627.5,3391713.5,25.0,3,162.78
545627.5,3391713.5,28.0,4,162.59
545757.5,3391713.5,26.0,2,152.83
545942.5,3391713.5,25.0,2,158.49
545942.5,3391713.5,28.0,3,156.33
545942.5,3391713.5,31.0,4,143.71
545942.5,3391713.5,34.0,5,136.33
545942.5,3391713.5,37.0,6,135.59
545947.5,3391713.5,25.0,2,158.88
545947.5,3391713.5,28.0,3,156.72
545947.5,3391713.5,31.0,4,144.15
545947.5,3391713.5,34.0,5,136.77
545947.5,3391713.5,37.0,6,136.03
545952.5,3391713.5,25.0,2,159.30
545952.5,3391713.5,28.0,3,157.14
545952.5,3391713.5,31.0,4,144.60
545952.5,3391713.5,34.0,5,137.23
545952.5,3391713.5,37.0,6,136.49
545962.5,3391713.5,25.0,2,158.78
545962.5,3391713.5,28.0,3,156.69
545962.5,3391713.5,31.0,4,144.67
545962.5,3391713.5,34.0,5,137.30
